,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,24.141693883608216,25.572342372066828,26.011781801923984,25.98434219209216,0.1601424292748516,0.07217088086578391,0.04167988231184409,0.04270060023616862,0.04485236621221745,0.04222168715751429,0.0412193567949829,0.041419338344555294,1003.0851469714031,1107.467102105636,1143.6438557269557,1142.7270682103758,0.00017314921843696672,0.00016917217535007242,0.00016870366557954322,0.00016930455078235763,0.013158617649166903,0.013006620443069461,0.012988597521655031,0.013011708219229236,Copyof2560px-Ared
1,25.124428924012193,26.60791226701965,27.31409375880284,27.290154843732914,0.21259087999279835,0.13170330259942073,0.08704645479191224,0.09155009581257975,0.041759809930401,0.03862645468570387,0.03789387549427423,0.037886958685777614,1054.8995693954878,1164.3658139037982,1221.3495614960862,1217.970811777788,0.0001431391929973545,0.0001395308995107147,0.00013843350348916535,0.00013850435310413479,0.011964079279131951,0.011812319819185168,0.011765776790725097,0.011768787240159234,Copyof95424d278d0b71fa4b398f406303a4a9
2,25.124428924012193,26.60791226701965,27.31409375880284,27.290154843732914,0.21259087999279835,0.13170330259942073,0.08704645479191224,0.09155009581257975,0.041759809930401,0.03862645468570387,0.03789387549427423,0.037886958685777614,1054.8995693954878,1164.3658139037982,1221.3495614960862,1217.970811777788,0.0001431391929973545,0.0001395308995107147,0.00013843350348916535,0.00013850435310413479,0.011964079279131951,0.011812319819185168,0.011765776790725097,0.011768787240159234,95424d278d0b71fa4b398f406303a4a9
3,24.141693883608216,25.572342372066828,26.011781801923984,25.98434219209216,0.1601424292748516,0.07217088086578391,0.04167988231184409,0.04270060023616862,0.04485236621221745,0.04222168715751429,0.0412193567949829,0.041419338344555294,1003.0851469714031,1107.467102105636,1143.6438557269557,1142.7270682103758,0.00017314921843696672,0.00016917217535007242,0.00016870366557954322,0.00016930455078235763,0.013158617649166903,0.013006620443069461,0.012988597521655031,0.013011708219229236,2560px-Ared
4,21.08536585365876,36.68498168498187,42.74782608695568,36.372710622710855,0.8589021886267226,0.7208337742965574,0.6343882977468126,0.6941660134310046,0.2106277241660234,0.1345605389999023,0.1339709072182425,0.13458996510816745,1610.734146341479,3138.3626373626485,3996.2382608694984,3428.246336996346,0.008052415890012713,0.0041217177206188385,0.002970888468808968,0.0038001147204444067,0.0897352544433497,0.0642006052979163,0.054505857197267964,0.06164507052834319,Copyofimage19
5,20.495121951219826,21.620879120879376,19.720869565216958,20.9798534798538,0.05106629501597301,-0.08609562107469859,0.1134145937337557,-0.006804259064615466,0.045422551180804294,0.04614410527084192,0.051969633873607514,0.04706365450670294,696.6105691056982,775.298534798538,644.0704347825922,735.1593406593429,0.0006801507039460721,0.0007253887748393504,0.0006880907372400276,0.0006893289860323074,0.026079699076984614,0.02693304243562822,0.026231483702604922,0.026255075433757706,Copyofimage17
6,24.960975609756506,24.67307692307729,24.31130434782548,24.863553113553458,-0.012311496864526341,0.043513897430559265,0.08449701860132439,0.04061915025553694,0.03817417129134676,0.038953090677567276,0.04191526445704681,0.038584418289093696,1001.5804878048914,981.0851648351684,938.2973913043278,977.6016483516532,0.0005843082821072172,0.0006536884970951069,0.0006313799621927747,0.0006440446000885719,0.024172469507835092,0.025567332615959507,0.025127275263998973,0.025378033810533312,Copyofimage14
7,24.5388933440261,24.777272727272482,24.445312499999588,24.529090909090723,-0.005108438481053293,-0.032938107766827915,-0.0028411743668425565,0.02041299172423724,0.03778858573107745,0.03663213334486101,0.042941578543893466,0.03789237176329998,949.0040096231062,979.6990909090777,954.2803819444281,939.8418181818084,0.0005948518625937331,0.0006367768595041098,0.0006389853395061611,0.0006210743801652697,0.024389585125494304,0.02523443796687594,0.025278159337779348,0.024921363930677422,Copyofimage16
8,20.35795454545461,19.82638888888894,19.81818181818189,21.21527777777785,0.07590577750540548,-0.018356251504011403,0.0044564569003288776,0.05211142635210015,0.05356722746731972,0.05366884944766102,0.06175338257188844,0.030615297016248398,667.0056818181845,653.9791666666683,669.704545454549,658.4375000000022,0.0029861828512396968,0.003641010802469153,0.0031153150826446585,0.003689236111111128,0.054645977447930205,0.06034078887841253,0.05581500768292215,0.06073908223797202,Copyofimage
9,38.79593495935071,41.181318681319134,39.669565217390044,39.443223443223886,0.08882510736286085,-0.017828632810033482,0.0922610968782845,0.04252853719279491,0.026430464897278672,0.022067031858975055,0.025779953360026267,0.02413669164025157,2331.7894308943614,2633.681318681324,2415.403478260795,2399.7051282051393,0.0004735937603278478,0.0005228669377021054,0.0005043478260869373,0.0005295757356196954,0.021762209454185662,0.022866283862974006,0.022457689687208196,0.02301251258814855,Copyofimage15
