dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
17.264659793814424,18.335978835978786,18.548411371237634,18.490954087728152,0.25528380024550906,0.1330242667329211,0.11790468778023407,0.12499210685288661,0.05466897705315806,0.055323713572551156,0.054482627143557685,0.05204297230656628,465.48552577319447,532.4895886670041,543.585869565226,536.499317289636,0.00031008948878733574,0.00031133949106851777,0.00030687226652945863,0.00031163444082087403,0.01760935798907319,0.017644814849369143,0.017517770021594034,0.01765317084324723,Black Soil
38.36417129780877,35.796811397557576,35.93386640013661,39.43894165535951,0.005556628060601424,0.12114263585403479,0.1233961353040003,-0.03854485919094479,0.02674989678655232,0.02874166358794085,0.0289175574134997,0.02579439531309106,2319.6106570774496,2042.4640434192956,2044.065134099786,2414.3973880596886,0.00010953134716491364,0.00011463038552459806,0.00011302583479764573,0.00011208815764524248,0.010465722486523023,0.01070655806151529,0.010631360909951544,0.01058716948221962,Black Soil
26.56111064507834,26.534577199590082,27.66782407407504,27.608610065046697,0.14161220463240118,0.14292880688307844,0.08342655642585714,0.08097094778130148,0.038653194623209326,0.037527056695218095,0.03560675233252865,0.03483085026971219,1115.9796158039649,1115.0722355358037,1193.3480489418248,1194.4489044847853,0.0001658290059475525,0.00016836139532394243,0.00016181381728360322,0.00016569137580620897,0.012877461160786023,0.012975415034747152,0.012720606010862974,0.012872116213203211,Black Soil
12.077755905511475,12.146298363095525,12.335615188024468,12.084356398809911,0.18582504789413878,0.12770131752888217,0.1336045265064452,0.14824758332962068,0.08628485513564704,0.09390690272303429,0.08906538784480877,0.09362965851369404,282.12338940586375,291.2921316964352,295.7647864183925,283.1448102678641,0.0009082489755887896,0.0009185159557801368,0.0009144205685297967,0.0009143552542273852,0.030137169336034025,0.030307028158170456,0.030239387700973654,0.030238307727572737,Black Soil
9.27228260869574,9.385549001814809,9.434222222222187,9.434664246823841,0.11279324041374077,0.0863398729391005,0.06876973537479147,0.07645085515169342,0.10456994884898799,0.09832421765397097,0.10177695469959401,0.0997202668231597,137.32663043478416,140.79299001814664,143.21755555555552,142.3886116152428,0.0011558778355387745,0.0011687060072265371,0.0011577839506172732,0.0011591012443140267,0.03399820341633914,0.03418634240784669,0.03402622445434217,0.034045575987402925,Black Soil
19.469246031747264,20.678021225608603,20.436876100996532,20.075487846628832,0.22978894863899366,0.1125227266212011,0.12593326512562597,0.15568347998436008,0.09122588563076843,0.07074446576969566,0.06946506927970086,0.07362624805848526,751.8821097884047,839.4601163985337,806.5419008471836,799.4347826087378,0.0017395147680988271,0.0006812908238293548,0.0006056213781242522,0.0007390716577275099,0.04170749055144444,0.026101548303297157,0.02460937581744511,0.027185872392246492,Black Soil
31.83524027459917,33.15154341926686,29.68957188072793,32.633734735413306,0.06023797929803115,0.021794160305796163,0.1852306248540248,0.04928291888487854,0.03569131308052799,0.033571261253664095,0.037312526251521254,0.03210547759490235,1674.4555410264975,1750.8257293079803,1453.5504747627078,1699.0089043418996,0.00014351485191365458,0.00014518386542676474,0.00015029411275816712,0.00014479551944236501,0.011979768441570754,0.012049226756384193,0.012259449937014593,0.012033100990283636,Black Soil
16.57390873015959,18.720386853818088,18.52277493498739,18.121790482712274,0.3650987813310031,0.11045868635745261,0.07824005490733843,0.16163594267862846,0.10424138682586635,0.08163088892132649,0.07821546133696793,0.08376225254887383,612.0828373016241,794.6407908250977,773.4983642311342,748.9480486135247,0.00192158307831899,0.0008191136420080654,0.0007460370150240456,0.0008962145759830999,0.043835865205548184,0.028620161460202586,0.027313678167248834,0.029936843119859845,Black Soil
22.328735632183836,23.609160044434812,23.38856181665399,22.979919678716698,0.10180764443404876,0.014633536260242273,0.01559899990451639,0.056846316565434755,0.04444149904086149,0.04064352570835247,0.043659019368349004,0.044331305409011576,800.1852216748755,880.4955994190182,874.8558452481508,842.887122959988,0.00022655177806358157,0.0002231414527120391,0.00022744233126623936,0.00022597804300958935,0.015051637055934533,0.014937919959353079,0.015081191307925224,0.015032566081996424,Black Soil
27.186823255040384,27.70641112618678,27.726544622425227,27.55410447761147,0.23362453636199987,0.21629906122487108,0.2107294796115967,0.22874895045632568,0.03955626102821296,0.04015655122574891,0.03661691153584073,0.03804476818865471,1240.3182575379662,1265.222862957942,1263.5671788165926,1243.2040366350004,0.00014560089048707317,0.00014600011115323538,0.00014470374024802652,0.00014693142235656128,0.012066519402341058,0.012083050573147304,0.012029286772208339,0.012121527228718388,Black Soil
25.8777281746044,30.003337897981275,25.45801526717322,22.396268401233268,0.2681786674954309,0.08019945562565554,0.2791802641676792,0.4089802318342588,0.08269406937846879,0.056795991225184465,0.06202709876302711,0.07301338341928769,1201.606233465668,1499.5659876755224,1150.5611106449621,963.6970215679892,0.0016515562066521398,0.0005612827860817177,0.00046748214296528216,0.0006389294442105759,0.04063934308834408,0.02369140743142369,0.02162133536498803,0.025277053709057466,Black Soil
23.846635647815475,25.04510788690627,25.1756115370559,25.622395833334757,0.17630660071355272,0.0591280524543771,0.03972210575740128,0.012930872245224927,0.044286601398605796,0.043067341443483315,0.041916993918618424,0.041646227499019105,965.1918396563613,1109.4368489583874,1134.0268346111143,1164.3645833333921,0.00022616354633533392,0.00022745024319950914,0.00022700247036799474,0.00022788274855842355,0.015038734864852625,0.015081453616926624,0.015066601155137636,0.015095785788041096,Black Soil
